Apollo 11,99,8.2,10
Booksmart,97,7.2,10
Super 8,81,7,3
Mission: Impossible - Fallout,97,7.7,8
Coherence,88,7.2,10
Annihilation,88,6.9,3
Heathers,93,7.2,5
The Descent,85,7.2,8
The Guilty,97,7.5,10
Fighting with My Family,93,7.1,10
Bumblebee,91,6.8,2
Rango,88,7.2,4
Instant Family,81,7.3,6
13 Assassins,95,7.6,5
The Host,93,7.1,6
Volver,91,7.6,6
We Need to Talk About Kevin,75,7.5,1
Let Me In,88,7.1,10
Three Identical Strangers,97,7.7,8
A Simple Favor,85,6.8,9
Creed II,84,7.1,8
Loving Vincent,85,7.8,2
Megamind,72,7.2,2
Honeyland,100,8,5
The Full Monty,96,7.2,10
Abominable,81,7,8
The Chaser,82,7.9,2
Hotel Mumbai,76,7.6,10
Nobody Knows,93,8.1,7
Ninja Scroll,93,7.9,10
Chicken Run,97,7,7
Swingers,87,7.2,1
Food  Inc.,95,7.8,10
Embrace of the Serpent,96,7.9,3
Melancholia,80,7.2,1
Minding the Gap,100,8.1,3
The Second Mother,97,7.8,4
Notes on a Scandal,87,7.4,2
Star Trek VI: The Undiscovered Country,82,7.2,1
Love & Mercy,90,7.4,8
A Taxi Driver,96,7.8,5
The Prince of Egypt,80,7.1,7
Tickled,94,7.6,10
Sorry to Bother You,93,6.9,4
The Way Back,74,7.3,9
Detroit,83,7.3,5
Risky Business,92,6.8,6
The Biggest Little Farm,91,8.1,2
Lucky,97,7.3,1
Border,97,7,6
Natural Born Killers,47,7.3,5
If Beale Street Could Talk,95,7.1,7
Horton Hears a Who!,79,6.8,1
Romancing the Stone,84,6.9,10
The Beatles: Eight Days a Week - The Touring Years,96,7.8,3
Phone Booth,72,7,4
Gods and Monsters,95,7.4,2
Force Majeure,94,7.3,5
Turtles Can Fly,88,8.1,9
Thelma,93,7,1
The Sisters Brothers,87,7,1
Tangerine,96,7.1,8
Monos,92,7.1,7
The Nightingale,86,7.3,2
BPM (Beats per Minute),98,7.4,7
Bend It Like Beckham,85,6.6,2
Hud,82,7.8,9
Vice,66,7.2,4
The Book of Eli,47,6.9,2
The 12th Man,86,7.4,2
The Messenger,89,7.1,4
Cartel Land,90,7.4,10
Professor Marston and the Wonder Women,86,7.1,8
A Brilliant Young Mind,87,7.1,7
Antz,93,6.5,1
The Next Three Days,51,7.4,4
Megan Leavey,87,7.1,2
Jesus Camp,87,7.4,1
RBG,94,7.5,8
Wild Rose,92,7.2,7
Kinsey,90,7,5
Demolition Man,59,6.7,2
Spirit: Stallion of the Cimarron,70,7.1,7
The Good  The Bad  The Weird,82,7.3,6
"Waiting for ""Superman""",90,7.5,6
The Skeleton Twins,87,6.8,3
I Can Only Imagine,61,7.3,1
Woman at War,97,7.4,2
Johnny Guitar,93,7.7,10
Jane,98,7.8,9
Monster House,75,6.6,1
Hail Satan?,96,7.3,5
Ingrid Goes West,86,6.6,6
Dogman,83,7.2,2
Anthropoid,66,7.2,9
Missing Link,89,6.7,6
Star Trek III: The Search for Spock,80,6.7,5
Cashback,46,7.2,1
Juliet  Naked,83,6.6,4
The Absent One,92,7.1,3
Big Time Adolescence,84,7,3
Get Smart,50,6.5,6
Life  Animated,94,7.5,9
Sands of Iwo Jima,100,7.1,4
Killer Joe,79,6.7,7
Sword Art Online: The Movie - Ordinal Scale,100,7.4,2
The Wave,83,6.7,10
Colossal,81,6.2,10
Luce,91,6.7,7
Oculus,75,6.5,4
Standing in the Shadows of Motown,91,7.8,1
Borg vs McEnroe,84,6.9,5
Denial,82,6.7,7
Best of Enemies,93,7.6,6
Prospect,89,6.2,5
Arbitrage,88,6.6,2
Plus One,89,6.6,4
Active Measures,80,7.9,5
Amazing Grace,99,7.5,3
The Art of Self-Defense,84,6.7,2
The Clovehitch Killer,78,6.5,8
Rare Exports: A Christmas Tale,89,6.7,5
Venus in Fur,89,7.2,1
Jackass 3D,65,7,5
I Kill Giants,77,6.2,6
The Queen of Versailles,95,7.1,4
2 Days in Paris,87,6.8,6
The Wrecking Crew,94,7.6,1
The Villainess,84,6.7,4
Europa Report,81,6.4,10
The Cooler,77,6.9,10
In the Fade,77,7.1,3
The Road to El Dorado,48,6.9,5
Christine,88,6.9,4
Hearts Beat Loud,91,6.9,3
Whitney,88,7.3,8
Angel of Mine,71,6.5,5
Hounds of Love,88,6.5,5
Pawn Sacrifice,72,7,8
Transformers: Dark of the Moon,35,6.2,6
Ben Is Back,82,6.7,5
Wayne's World 2,61,6.2,2
No Strings Attached,49,6.2,8
Along with the Gods: The Two Worlds,63,7.3,4
Young & Beautiful,73,6.7,10
The Pirates! In an Adventure with Scientists!,86,6.7,7
Lo and Behold: Reveries of the Connected World,93,7,4
Operation Finale,60,6.6,5
78/52,89,7.3,6
Gloria,99,6.8,5
Princess Cyd,94,6.7,3
The Domestics,100,5.7,2
Andy Irons: Kissed by God,100,8.3,3
Joe Strummer: The Future Is Unwritten,89,7.6,5
The Commuter,56,6.3,7
Dirty Wars,85,7.5,7
Soul Food,81,7,8
Sidewalls,67,7.5,10
Miss Stevens,91,6.6,10
Footloose,69,5.9,4
Charlotte's Web,76,6.9,9
Shirley Valentine,73,7.2,4
Drinking Buddies,83,6.1,7
The Keeper of Lost Causes,70,7.2,1
Sea of Shadows,94,7.2,10
Oh Lucy!,98,6.8,6
The Spy Who Dumped Me,49,6,3
Skate Kitchen,89,6.8,2
Experimenter,85,6.6,8
What They Had,87,6.6,6
Burn,100,7.5,3
Margarita with a Straw,86,7.2,2
Odd Thomas,38,6.8,4
Every Day,63,6.4,5
Nothing Like a Dame,99,7.3,9
Brian Banks,61,7.1,4
It's a Disaster,79,6.4,6
The Little Death,61,7.1,8
Becoming Bond,81,7.5,8
After the Screaming Stops,100,7.1,8
Slums of Beverly Hills,80,6.6,6
Lords of Chaos,74,6.5,1
The Frozen Ground,61,6.4,6
Paranoid Park,76,6.7,9
The Hunchback of Notre Dame,91,7.3,9
Support the Girls,91,6.4,1
The China Hustle,77,7.2,4
Paranormal Activity 3,67,5.8,7
Death Wish,18,6.4,10
Cold Case Hammarskjöld,83,7.6,5
Anna and the Apocalypse,77,6,1
Somm,79,7,8
Love  Gilda,89,7.4,10
Star Trek: Insurrection,55,6.4,5
Bad Company,92,7,10
Dior and I,84,7.3,4
Where'd You Go  Bernadette,49,6.5,1
Gorky Park,75,6.8,3
Beach Rats,85,6.4,10
Manderlay,50,7.3,1
High Strung,75,6.4,8
The Last Days,89,6.1,4
Free Willy,58,6,3
First Girl I Loved,89,6.1,1
Man on a Ledge,32,6.6,10
Barking Dogs Never Bite,67,7,5
Destroyer,74,6.2,1
Meek's Cutoff,86,6.5,10
No One Knows About Persian Cats,95,7.1,10
Villains,84,6.2,5
The Limehouse Golem,74,6.3,10
Walking Tall,75,7,8
Tragedy Girls,82,6,9
Pet Sematary,58,5.7,5
The Overnight,83,6.1,1
Star Trek: The Motion Picture,42,6.4,9
Crime + Punishment,92,7.4,6
Vincere,92,6.9,8
Southbound,80,5.9,9
The Quake,84,6.2,8
American Ultra,43,6.1,10
Hellbound: Hellraiser II,52,6.5,7
The Hero,78,6.5,10
Tom of Finland,83,6.8,9
Fyre Fraud,76,6.8,9
David Crosby: Remember My Name,91,7.2,5
Gilbert,95,7.4,2
Framing John DeLorean,89,6.4,6
Marrowbone,47,6.6,1
Kusama : Infinity,93,7.2,10
Please Stand By,58,6.7,3
Those People,80,6.5,2
The Time That Remains,84,7.1,1
The Mexican,54,6.1,7
Paranormal Activity 2,59,5.6,10
Red Dog: True Blue,100,6.4,7
Assassination Nation,73,5.9,7
Friends with Kids,67,6.1,3
Diana Vreeland: The Eye Has to Travel,94,7.5,2
I Remember You,86,6.1,8
Forever My Girl,24,6.7,2
The Furies,83,7.3,2
Meeting Gorbachev,88,7.2,1
Welcome to the Rileys,54,7,7
Hector and the Search for Happiness,37,7,10
Bad Reputation,79,7.3,6
Waiting to Exhale,56,5.9,4
Pyewacket,82,5.8,3
The Swan Princess,50,6.4,5
Grabbers,72,6.3,1
Aniara,70,6.2,9
The Housemaid,70,6.4,3
Little Woods,96,6.1,10
Elvira  Mistress of the Dark,47,6.6,5
In Search of Greatness,92,6.6,3
Food Evolution,100,7,7
Sinbad: Legend of the Seven Seas,45,6.7,6
The Den,76,6,3
Wolf Warrior 2,69,6,2
Dumb: The Story of Big Brother Magazine,100,7.2,1
Goodbye First Love,83,6.6,5
The 33,48,6.9,8
Mike Wallace Is Here,94,7.2,4
March of the Penguins 2,100,6.6,8
Teen Spirit,71,6.1,3
Seymour: An Introduction,100,7.4,3
The Man Who Killed Hitler and Then the Bigfoot,76,5.6,5
The Childhood of a Leader,89,6.1,5
The Standoff at Sparrow Creek,77,6.2,3
A Very Sordid Wedding,86,5.3,3
Toni Morrison: The Pieces I Am,97,7.1,8
Dina,98,6.8,3
Dog Days,63,6.2,3
Monsters and Men,86,5.7,1
The Canal,71,5.8,7
Leap Year,23,6.5,5
Raise Hell: The Life & Times of Molly Ivins,94,7.6,3
Under the Tree,85,6.8,5
The League of Extraordinary Gentlemen,17,5.8,4
Hello I Must Be Going,75,6.2,2
Two Trains Runnin',100,7.4,9
The Jewel of the Nile,50,6.1,6
Middle Men,40,6.8,6
Before I Go to Sleep,37,6.3,9
Eating Animals,91,7.3,2
Mom and Dad,75,5.5,4
Touched with Fire,68,6.2,5
Cunningham,88,6.4,4
Starfish,90,5.3,9
The Yellow Handkerchief,66,6.7,10
The First Monday in May,78,7.2,4
The Miracle Season,51,6.5,4
Burden,97,6.9,6
Downsizing,47,5.7,7
Lowlife,91,6.2,9
The Blue Room,90,6.3,2
The Chumscrubber,37,6.9,8
Pledge,76,5.4,8
Universal Soldier,29,6,2
Non-Fiction,87,6.5,2
Larger than Life: The Kevyn Aucoin Story,90,8.3,6
The Bookshop,57,6.5,5
Baskın,79,5.8,5
A Life Less Ordinary,39,6.4,8
Girls Just Want to Have Fun,38,6,4
The Ant Bully,62,5.8,7
Overboard,24,6,1
Henry Gamble's Birthday Party,83,6.1,7
Nico  1988,92,6.7,2
Diane,88,6.7,9
Joshy,81,5.9,2
Leaving,68,6.2,9
Finding Your Feet,70,6.7,3
The Princess of Montpensier,85,6.4,6
Citizen Jane: Battle for the City,95,6.9,10
High-Rise,60,5.6,3
Unlocked,26,6.2,4
Far From The Tree,90,7.5,8
Freak Show,54,6.7,7
C.S.A.: The Confederate States of America,80,6.4,2
AWOL,93,5.5,7
Haze,88,5.9,2
Maze,92,5.9,5
Legion of Brothers,100,5.7,2
Mister America,66,6.4,2
The Archer,80,5.1,5
Tank Girl,40,5.3,8
Little Joe,68,5.9,4
Scotch: A Golden Dream,75,7.5,6
The Prodigy,42,5.8,7
Divide and Conquer: The Story of Roger Ailes,90,7,3
This Is Not Berlin,82,6.6,10
The Last Word,40,6.6,4
The Hustle,14,5.4,9
The Unicorn,91,5.1,7
Whose Streets?,98,5,8
Vox Lux,61,5.9,8
Take Every Wave: The Life of Laird Hamilton,76,7.3,10
Leaning Into the Wind: Andy Goldsworthy,98,6.7,8
The Amazing Johnathan Documentary,80,6.6,2
Unmade Beds,76,6.6,6
Case 39,21,6.2,9
The X Files: I Want to Believe,31,5.9,3
The Gospel According to André,86,6.3,2
A Good Old Fashioned Orgy,35,6.1,2
Children of the Corn,35,5.7,7
The Osiris Child,65,5.6,5
Friday the 13th: The Final Chapter,20,6,8
Ballet 422,87,6.2,3
Shelley,92,5.2,7
The Escape,77,5.8,10
Where Hands Touch,40,6.2,3
The Myth of the American Sleepover,81,6.3,7
Jawline,96,5.9,6
Anchor and Hope,75,6.4,2
Antiviral,66,5.7,6
Flower,50,6,8
All Square,91,5.8,6
The Day Shall Come,65,5.8,9
Depraved,87,5.3,6
Wonder Park,34,5.8,9
Go Tigers!,85,7.2,7
Already Tomorrow in Hong Kong,74,6.5,10
We Are What We Are,72,5.7,8
Hungry Hearts,63,6.4,4
The Tall Man,41,5.9,5
Scenic Route,67,6.5,5
Ms. Purple,86,6,1
What Men Want,42,5.2,5
A Crooked Somebody,80,6.2,2
The Kid,45,5.9,7
Do I Sound Gay?,81,5.7,10
The Beach Bum,56,5.5,7
The Whistle Blower,88,6.2,3
Road Games,84,5.4,7
Let the Sunshine In,86,6,5
Wild Card,32,5.6,2
Æon Flux,9,5.4,1
Brick Mansions,25,5.7,9
Planet 51,22,6,5
Padre nuestro,79,6.9,3
Run the Race,40,5.9,5
Ramen Heads,63,7.1,7
Beyond the Gates,83,5.2,6
House of D,10,7,7
The Devil's Doorway,78,5.2,10
Changeland,63,5.7,8
The Year of Spectacular Men,67,5.6,3
In Paris,60,6.5,6
Trigun: Badlands Rumble,,7.5,4
Digging for Fire,66,5.8,8
Before We Vanish,80,6,7
Here to be Heard: The Story of the Slits,67,7.1,1
The Lorax,,8,9
Stella's Last Weekend,65,6.4,5
Kiki,81,6.5,8
Midnighters,81,5.4,7
The Brink,84,6.1,3
Damsel,67,5.5,1
Killing Them Safely,91,6.5,8
Conan the Barbarian,25,5.2,1
Family Law,73,6.9,6
Cantinflas,45,6.5,7
Madea's Big Happy Family,37,4.7,2
What We Become,78,5.6,2
Free Birds,19,5.9,8
Righteous Kill,18,6,4
I Still See You,8,5.8,2
Men with Brooms,55,5.7,6
The Girl King,42,5.9,7
Foxfire,27,6.2,5
WolfCop,65,5.5,9
Star Trek V: The Final Frontier,22,5.5,8
Pilgrimage,69,5.8,6
UglyDolls,27,4.9,4
Vita & Virginia,41,5.7,4
Dementia,77,5.1,8
Acrimony,17,5.8,7
Afro Samurai: Resurrection,,7.2,8
Friday the 13th Part III,12,5.7,2
Fun in Acapulco,57,5.9,7
Mad to Be Normal,64,6,5
The Last Race,93,5.9,10
Undrafted,25,6.4,1
2:22,22,5.8,8
The Cleanse,83,5.3,7
Take My Nose... Please!,83,6.8,9
10x10,67,5,4
Harry Benson: Shoot First,85,7.3,2
The Reagan Show,79,6.4,4
Race for Your Life  Charlie Brown,,7.3,2
Fairy Tail the Movie: Phoenix Priestess,,7.1,9
Tiny Toon Adventures: How I Spent My Vacation,,8,7
Proxy,64,5.7,6
Welcome to Mercy,70,4.9,6
Permanent,44,5.5,9
Terminal,21,5.4,2
Walking with the Enemy,45,6.4,5
Crash Pad,54,5.7,1
Abduction,5,5.1,5
The Big Wedding,7,5.6,9
Spinning Man,42,5.6,8
Golden Exits,67,5.8,5
Madea's Witness Protection,19,4.9,4
Playing It Cool,14,6,6
Greener Grass,80,6.3,9
Errors of the Human Body,75,5.3,1
Spaceship Earth,89,6.5,2
The Quiet One,67,6.4,6
The Pink Panther 2,13,5.6,3
Phoenix Forgotten,44,5.3,2
The Duchess of Langeais,70,6.5,10
Texas Chainsaw 3D,19,4.8,4
Boom for Real: The Late Teenage Years of Jean-Michel Basquiat,88,6.5,2
American Folk,76,6.1,1
Curvature,47,4.8,7
The Alchemist Cookbook,80,5.1,2
I  Frankenstein,5,5.1,4
Love After Love,85,5.4,6
The Houses October Built,60,5.2,4
Free Willy 2: The Adventure Home,31,5.1,5
11 Minutes,72,5.6,5
Running with the Devil,25,5.4,5
28 Hotel Rooms,47,5.8,6
Bolden,70,5.6,9
The Monkey King 3,33,5.5,8
Getting Go: The Go Doc Project,,7,7
Sherlock Gnomes,27,5.2,8
Batman & Bill,,8,5
Cruise,38,5.3,3
Distorted,18,4.9,1
The Numbers Station,30,5.6,5
In a Relationship,60,5.5,3
The Female Brain,37,5.7,8
Rags,,6.9,9
The Gardener,75,6.9,10
100 Streets,41,5.7,9
Legendary,19,6.2,6
And So It Goes,18,5.8,9
Chef Flynn,73,6.7,1
6 Below: Miracle on the Mountain,22,5.7,3
Back in Time,,6.3,5
Tamara,32,5.1,2
Grace Jones: Bloodlight and Bami,86,6.2,6
Racer and the Jailbird,36,6.3,9
Romeo & Juliet,24,5.8,3
Time Freak,,5.8,4
Who Let the Dogs Out,100,8.2,7
The Cage Fighter,94,5.8,4
Hollow in the Land,57,5.6,7
Fun Size,25,5.4,10
Black Gold,11,6.7,7
Long Time Coming: A 1955 Baseball Story,67,7.4,10
A Kind of Murder,38,5.3,1
Barbie and the Three Musketeers,,6.1,6
The Colony,21,5.3,5
Free Willy 3: The Rescue,44,4.7,10
Black Cop,82,5,4
Vault,,5.4,9
Primal,75,4.9,10
Dark Shadows: The Haunting of Collinwood,,8,7
Nobody's Fool,24,4.8,9
Bare,50,5.3,7
Once Upon a Time in Venice,21,5.3,9
Passage to Mars,29,4.5,6
Mapplethorpe,30,6.1,7
Gintama,20,6.2,2
Dr. Feelgood,83,6.6,10
The Burden,97,7,3
The Tomorrow Man,42,5.7,1
Pokémon the Movie: Volcanion and the Mechanical Marvel,,6,7
Half Magic,55,4.6,6
Frank Serpico,75,6.7,10
Bangkok Dangerous,8,5.4,6
XX/XY,43,5.9,4
Girl Most Likely,22,5.8,4
ma ma,25,6.4,4
Havana Motor Club,88,7.3,2
Knives and Skin,68,5,8
Body at Brighton Rock,66,5.3,4
The Strange Ones,54,5,2
Legends of Oz: Dorothy's Return,17,5.1,7
Naz & Maalik,79,5.8,8
The Snow Queen 3: Fire and Ice,,6.2,6
Black Rock,52,4.7,4
Loro 1,,6.7,4
Banking on Bitcoin,,6.6,9
The Cokeville Miracle,,5.2,8
Trevor Noah: You Laugh But It's True,,7.2,8
The Ramen Girl,,6.3,5
Saint,55,5.5,5
The Boost,38,6.1,10
A Cinderella Christmas,,6.3,7
Manglehorn,50,5.6,6
Matriarch,,5.4,4
Neat: The Story of Bourbon,,7.4,1
Sheep & Wolves,,5.8,7
The Prince,,4.6,4
The Mountain,64,5.5,6
Dr. T & the Women,56,4.6,8
Assassination Tango,47,5.8,7
The Pagan King,,6.2,8
Sneakerheadz,58,6.4,10
Casa de los Babys,58,6.3,4
Trespassers,59,5,1
Tracktown,73,5.5,7
Serena,16,5.4,10
Barbie in A Mermaid Tale 2,,6,3
Four Lovers,,5.6,6
Barbie in 'A Christmas Carol',,6.3,7
Stung,53,5.1,7
Blind,19,5.8,10
Food Choices,,7.3,3
Dismissed,,5.7,5
Trick,32,5,6
The Confessions,50,6.1,10
Wakko's Wish,,7.2,4
K: Missing Kings,,7.1,6
Sprung,22,5,3
Most Likely to Murder,62,5.1,10
Liz in September,,5.9,4
Astral,,5.5,6
Barbie: The Pearl Princess,,6.2,3
Raze,45,5.2,7
A Teacher,34,4.7,4
Hannie Caulder,,6.3,7
Daylight's End,,5.4,7
Passport to Paris,,5.3,8
Coffin Rock,70,5.3,4
The Thousand Faces of Dunjia,33,5.4,4
Damascus Cover,14,5.1,3
Wrinkles the Clown,71,4.8,2
Gator,,5.9,6
Get Big,,6.3,1
The Dinner,46,4.5,6
Into the Ashes,28,5.6,6
A Madea Family Funeral,12,4.4,9
Barbie & Her Sisters in the Great Puppy Adventure,,6.3,3
Swindle,,6.3,4
Lemon,56,4.6,9
Breakup at a Wedding,67,5.1,3
Radioflash,,5.9,3
Action Point,13,5.1,4
Strategic Air Command,,6.4,5
The Treasure,,6.7,9
Tyrel,60,5.2,10
Some Kind of Hero,40,5.8,6
The Houses October Built 2,17,5.4,9
Repentance,20,4.9,8
We Die Young,,5.3,7
Middle of Nowhere,,6.5,9
The Layover,,4.7,2
Ismael's Ghosts,51,5.6,3
The Challenge,78,6.2,3
Ride,,4.7,10
Billboard Dad,,5.3,6
American Gun,39,6.1,6
Devil's Gate,33,5.1,3
Contracted: Phase II,38,5.1,8
Silent Tongue,38,5.3,4
Along Came the Devil,38,3.9,3
Status Update,,5.7,7
Noma: My Perfect Storm,57,6.2,6
Furry Vengeance,,3.8,8
Coastlines,48,5.8,8
Wounds,51,4,10
Crawlers,,5.4,3
Missing 411,,6.4,2
Affairs of State,,4.5,4
A Score to Settle,15,4.6,3
Almost Human,45,4.6,5
Making Plans for Lena,50,6.1,3
The Sweet Life,,6.2,10
White Night Wedding,29,6.7,8
It Came from the Desert,60,4.2,4
Ballet Now,,6.9,7
The Midnight Man,,4.8,4
The Taste of Money,28,5.7,1
Getaway,2,4.4,8
Mass Effect: Paragon Lost,,5.9,1
Trapped: The Alex Cooper Story,,6,9
All Around Us,,7.6,8
Barbie Presents: Thumbelina,,5.7,4
Madonna and the Breakfast Club,,6.6,8
The Sound of Silence,65,5.5,9
Don't Go,39,5.2,2
Ozzy,,5.2,2
Tell Them Anything You Want: A Portrait of Maurice Sendak,,8,9
Breaking the Girls,11,5.1,5
Literally  Right Before Aaron,25,4.5,7
Inside,32,4.8,9
Pokémon the Movie: Diancie and the Cocoon of Destruction,,5.6,5
The Simone Biles Story: Courage to Soar,,6.6,7
Pokémon the Movie: Hoopa and the Clash of Ages,,6,6
Curious George 2: Follow That Monkey!,,5.6,8
I'll Come Running,,6.8,7
Ron White: A Little Unprofessional,,7.4,7
Out of the Dark,24,4.8,4
The Sender,,6,5
Santa Hunters,,4.5,6
Beers of Joy,,8.1,3
Every Other Holiday,,7.1,2
The Swan Princess: The Mystery of the Enchanted Kingdom,,5.7,2
Blurt!,,5.9,8
Eyes of an Angel,,5.4,4
Good Time Max,,6.1,8
Switching Goals,,5.1,3
F*& the Prom,,4.2,8
Higher Power,,5,5
Curious George: A Very Monkey Christmas,,6.4,2
Monogamy,48,5,3
Barbie: A Perfect Christmas,,5.7,10
Bernie the Dolphin,,5,6
The Château,50,5.2,6
The Other Man,15,5.4,4
Above and Beyond: NASA's Journey to Tomorrow,,7.9,3
35 and Ticking,,5.6,3
Naughty & Nice,,6,3
Victoria Gotti: My Father's Daughter,,5.4,10
Respectable: The Mary Millington Story,,6.9,1
Death Bell,,5.7,7
We Are Columbine,,6.8,4
The Appeared,,6.1,5
Dragon Age: Dawn of the Seeker,,5.8,9
Addicted to Sexting,,3.8,8
RoboGeisha,,5.3,10
Big Voice,,8,9
Nina,2,5.4,3
Josie,13,5.2,3
The Con Is On,,4.2,4
Feral,33,4.6,9
Second Chance Christmas,,5.8,1
Eve's Christmas,,6,6
A Guide to Second Date Sex,43,5.3,10
No Holds Barred,11,4.4,9
My Valentine,,4.4,1
Killers Anonymous,,5.3,7
Lewis Black: Old Yeller - Live at the Borgata,,7.4,1
The Reunion,8,5.2,3
The Intended,33,5.8,3
Roller Dreams,86,7.9,5
Midnight Kiss,,4.7,2
Allure,38,4.9,10
Concrete Kids,,6.4,4
Into the Dark: I'm Just F*cking With You,,5.5,2
Gilbert Gottfried: Dirty Jokes,,7.2,4
Catching Faith,,4.8,4
Penumbra,50,5.5,9
Kill Order,25,4.1,5
Paper Covers Rock,,6.6,9
Racetime,,5.5,1
Margaret Atwood: A Word After a Word After a Word Is Power,,7.5,3
The Disappointments Room,,3.9,9
Brad Paisley Thinks He's Special,,8.5,6
Daphne & Velma,,4.2,2
Albert,,6.4,8
The Eternal,33,4.4,6
Faintheart,20,6.3,2
Slumber,,4.7,1
Telescope,,7.8,9
Tetsuo: The Bullet Man,,5.6,10
Cover Versions,,5.4,8
Warpath,,6.3,3
Good Morning  Killer,,5.1,4
Rosy,,4.7,9
Another Time,,4.5,5
Beyond Paradise,,5.7,9
Alive,,,10
Hide,,5.2,2
Diary of a Hitman,,5.3,9
Hellions,27,4.2,8
Funke,,7.8,7
Backtrace,11,3.7,10
Where Do We Go from Here?,,6.5,4
Narcopolis,18,4.4,10
Angels in the Snow,,5.7,2
Crooked Hearts,,6,3
Sex Guaranteed,,4.8,9
Deck the Halls,,5.1,4
Ghost Team,11,4.6,9
Crazy About Tiffany's,27,5.7,8
Curious George: Royal Monkey,,5.8,4
A Fairytale Christmas,,5.3,4
Inside Out,25,4.5,7
Person to Person,,7,9
Savage Youth,,5.2,1
Girlfriends of Christmas Past,,5.3,2
My Santa,,5.5,1
Robo-Dog: Airborne,,4.8,8
More Barney songs,,5.8,2
Let's Be Evil,15,4.2,10
Dark Shadows: The Vampire Curse,,7.5,4
Rain,,5.7,8
Urban Country,,4.8,9
The Swan Princess: A Royal Family Tale,,4.6,1
Monkey Business: The Adventures of Curious George's Creators,,8.2,5
I Am Alone,,4.5,6
Julian Schnabel: A Private Portrait,50,6.6,3
Brown Girl Begins,,3.6,4
Nothing Is Truer than Truth,,7.4,10
Songbird,,4.1,1
Robo-Dog,,4.4,9
Unbanned: The Legend of AJ1,,7,10
A Man Alone,,6.4,7
D.L. Hughley: Reset,,6.7,4
Hornet's Nest,,4.7,9
All About E,,4.8,7
The Dark Side of The Sun,,7.7,2
This One's for the Ladies,72,4.8,4
Bad Roomies,,5.1,1
Random Tropical Paradise,,4.4,8
Delivered,,5.7,1
Last Flight,,3,7
The Remains,,3.7,8
Beneath the Darkness,4,4.5,5
The Box,,5.7,8
In the Radiant City,,5.5,9
Against the Wild II: Survive the Serengeti,,4.6,1
Bigfoot Girl,,2.8,4
The Eagle and the Hawk,,6,9
A Mermaid's Tale,,4.8,8
Beyond the Comfort Zone - 13 Countries to K2,,6.2,9
Kill Thy Neighbor,,4.5,10
Back to Christmas,,5.7,8
PawParazzi,,4.1,1
A Cam Life,,4.9,10
Broken Star,,4.3,9
Knights of the Damned,,2.5,4
Monsters at Large,,5.3,4
9/11: 15 years later,,0,10
Cannabis Evolution,,7.3,9
Sharp Edges,,6.9,7
Ricochet,,4.6,9
The Quest of Alain Ducasse,69,5.7,4
Benjamin,,3.3,9
A Fairly Odd Christmas,,4.6,1
EuroTrump,,6.8,7
Holly's Holiday,,5.5,5
A Fairly Odd Movie: Grow Up  Timmy Turner!,,4,2
Fan Girl,,4.7,5
The Man Who Used to Be Me,,4.9,1
So This Is Christmas,,4.2,10
Santee,,5.8,4
His and Her Christmas,,5.4,6
Air Strike,,3.2,2
The School,,3.8,3
No Way Out,,4.5,10
Cherry Pop,,4.4,9
Treasure Hounds,,3.8,6
Amy Winehouse - A Last Goodbye,,6.3,6
I Love You Both,,4.2,10
24 Hour Love,,3.8,2
Pony Express,,5.9,4
Bob The Builder: Can We Fix It?,,,6
After Darkness,,3.6,1
Hunting JonBenet's Killer: The Untold Story,,6.1,3
Barney's Night Before Christmas,,5.1,1
The Unauthorized Saved by the Bell Story,,4.6,4
10.0 Earthquake,,3.4,3
Rodeo and Juliet,,4.6,6
The Age of Reason,,6.2,3
Hot Guys with Guns,,5.6,9
Richard The Lionheart,,2.3,7
Crimes of Fashion,,4.8,7
A.R.C.H.I.E. 2: Mission Impawsible,,5,7
The Armstrong Tapes,,6.8,5
The Overbrook Brothers,,6.4,10
Michael Jackson: Life  Death and Legacy,,6.1,1
Playin' for Love,,6.1,2
Thomas & Friends: Songs from the Station,,,5
Step Dogs,,4.5,9
Danny Roane: First Time Director,,4.5,9
Against the Clock,,2.6,1
Night of the Living Dead 3D,,3.1,7
The Row,,3.3,5
Law of the Lawless,,6.1,7
The Tall Stranger,,6.3,8
Pegasus: Pony With a Broken Wing,,3.9,10
Billy the Kid,,2.2,8
LeapFrog Letter Factory Adventures: Amazing Word Explorers,,,1
Where We Go from Here,,4.4,4
My Dad Is Scrooge,,4.4,1
LeapFrog: Adventures in Shapeville Park,,6.2,4
12 Dog Days Till Christmas,,4.8,6
The Lonely Man,,6.5,10
Cartels,,3.9,10
Asmodexia,,4.6,8
The Push,,6.6,6
The Swan Princess Christmas,,3.7,5
The Coolest Guy Movie Ever: The Return to the Scene of The Great Escape,,5.2,5
LeapFrog: The Magnificent Museum of Opposite Words,,7,10
Dust 2 Glory,,5.7,9
Gary Owen: I Agree With Myself,,5.1,5
Leapfrog: Letter Factory Adventures - The Letter Machine Rescue Team,,5.9,3
Making a Killing: Guns  Greed and the NRA,,4.1,6
Mutant Species,,3.5,4
The Clintons: An American Odyssey,,2.7,6
Boomtown,,5.1,4
Pixi Saves Christmas,,4.2,10
Night of the Living Dead: Resurrection,,2.5,7
Man-Eating Python,,4.7,5
Christmas with the Andersons,,4.3,3
Alien Contact,,,6
New Year  New You,,,1
